metric	condition	incident_id	split	run_id	qrels_version	eligible	value	undefined_reason	qrels_provenance
abstention_rate	GB	inc_c3bf40c257e90fe0	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_c3bf40c257e90fe0	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_c3bf40c257e90fe0	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_c3bf40c257e90fe0	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_c3bf40c257e90fe0	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_c3bf40c257e90fe0	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_c3bf40c257e90fe0	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_c3bf40c257e90fe0	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_c3bf40c257e90fe0	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_666f8c5628760ebf	test	run_IR-B	06.F2-v1	false	0.5501	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_666f8c5628760ebf	test	run_IR-B	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_666f8c5628760ebf	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_666f8c5628760ebf	test	run_IR-D	06.F2-v1	false	0.3902	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_666f8c5628760ebf	test	run_IR-D	06.F2-v1	false	0.3333	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_666f8c5628760ebf	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_666f8c5628760ebf	test	run_IR-H	06.F2-v1	false	0.4366	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_666f8c5628760ebf	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_666f8c5628760ebf	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_666f8c5628760ebf	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_666f8c5628760ebf	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_666f8c5628760ebf	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_666f8c5628760ebf	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_666f8c5628760ebf	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_666f8c5628760ebf	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_666f8c5628760ebf	test	run_GB	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_666f8c5628760ebf	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_666f8c5628760ebf	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_666f8c5628760ebf	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_666f8c5628760ebf	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_666f8c5628760ebf	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_666f8c5628760ebf	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
