candidate_id	incident_id	chunk_id	document_id	reviewer_id	grade	reviewed_at	evidence_role	supported_claim	applicability	span_start	span_end	review_state
cand_764bd9569d945ab5	inc_1fa5a9117fca9344	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_0b6fd2c8109bc9d5	inc_1fa5a9117fca9344	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_65a75947dabc779c	inc_1fa5a9117fca9344	KBC-D059-02fe0f70f9054ea8fda61e45	KBH-D059-40feb3b71482	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_4feb31dcceb71c92	inc_1fa5a9117fca9344	KBC-D058-514d90b5cddd66fc4cd2057a	KBH-D058-94f18a70ecb0	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	20	reviewed
cand_c934dab7f2b6acbb	inc_25067c4b053b5763	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_d51998de17e87a4e	inc_25067c4b053b5763	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_5656cc3b9c802782	inc_25067c4b053b5763	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_83bb1c6f8d9fea8c	inc_25067c4b053b5763	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_4893f4aa9a60245d	inc_25067c4b053b5763	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_166e645cd0739309	inc_25067c4b053b5763	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_75b453973737c714	inc_25067c4b053b5763	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_803b0c6e09bcf273	inc_25067c4b053b5763	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_ac01b5b4ca6f73bb	inc_25067c4b053b5763	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_06f99bc503207ca6	inc_25067c4b053b5763	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_09d7414fabce6013	inc_28c54291b6ec0364	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_3780151c1fa8cf12	inc_28c54291b6ec0364	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_c88f48dee2fe20ba	inc_28c54291b6ec0364	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_e3114fb01c6a0c97	inc_28c54291b6ec0364	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_5f3da7aa28132e87	inc_28c54291b6ec0364	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_e4b51daeede551e7	inc_28c54291b6ec0364	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_b4a951c755f787a9	inc_28c54291b6ec0364	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_8061a2e936c38ded	inc_28c54291b6ec0364	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_b9f96503dfa419cb	inc_28c54291b6ec0364	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_adf573a0a0583677	inc_28c54291b6ec0364	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_7f7178c18a3cc602	inc_28de536b28e1a888	KBC-D058-fe3ddeec3705e776748f2b37	KBH-D058-aaa3e891815f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_ea191b6088204895	inc_28de536b28e1a888	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_1c6cf46b38241969	inc_28de536b28e1a888	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for frontend.	compatible	0	200	reviewed
