document_id	source_id	source_path	decision	reason	review_state	reviewer	reviewed_at	owner	check_owner	check_reviewer	check_reviewed_at	decision_version	decision_origin	allowed_experiment_mode	app_version	platform_version	deployment_compatibility	config_preconditions	evidence_role	conditional_use	evidence_ids	source_evidence_span	source_revision	source_url	raw_sha256	text_hash	available_at	availability_basis	retrieved_at	published_at	updated_at	deployment_evidence_ids	is_qrel
KBH-D057-92b8eacf1ebb	D057	src/shippingservice/README.md	unknown	Shipping quote/tracking behavior plus local build and test instructions; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Verify matching shippingservice implementation and RPC behavior before applying the interface description.	application_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-92b8eacf1ebb"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/shippingservice/README.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/shippingservice/README.md.receipt.json""]"	"{""document_id"":""KBH-D057-92b8eacf1ebb"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":351,""text_sha256"":""0924e707f06f7e983ea78ce9cedb8dea22b94c42729cc4a786a263d0f3fec6b6"",""document_text_sha256"":""0924e707f06f7e983ea78ce9cedb8dea22b94c42729cc4a786a263d0f3fec6b6""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/shippingservice/README.md	0924e707f06f7e983ea78ce9cedb8dea22b94c42729cc4a786a263d0f3fec6b6	0924e707f06f7e983ea78ce9cedb8dea22b94c42729cc4a786a263d0f3fec6b6	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:00.452197Z			[]	False
KBH-D057-938597fb30c8	D057	kubernetes-manifests/recommendationservice.yaml	unknown	Upstream recommendationservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-938597fb30c8"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/recommendationservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/recommendationservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-938597fb30c8"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""4e75cd0c941c177a788ffcd6774962d4cda751891103510412aab5406f5e910e"",""document_text_sha256"":""eb07628abb581a21fa498d2a6c959b79b0e77a474ea1d1eaab0fea7a453d15ec""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/recommendationservice.yaml	eb07628abb581a21fa498d2a6c959b79b0e77a474ea1d1eaab0fea7a453d15ec	eb07628abb581a21fa498d2a6c959b79b0e77a474ea1d1eaab0fea7a453d15ec	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:02.235645Z			[]	False
KBH-D057-9db557923ec4	D057	kubernetes-manifests/adservice.yaml	unknown	Upstream adservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-9db557923ec4"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/adservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/adservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-9db557923ec4"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""bd5f27cd3d0cda8d83e549d1a6c6f9001b2a53e0d5a2fee3bda017331b39f073"",""document_text_sha256"":""f6b8c44f94af1addd4f4aa222011a948840876934b0e624b574d66b71e6f7820""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/adservice.yaml	f6b8c44f94af1addd4f4aa222011a948840876934b0e624b574d66b71e6f7820	f6b8c44f94af1addd4f4aa222011a948840876934b0e624b574d66b71e6f7820	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:01.026815Z			[]	False
KBH-D057-a0e4aadcfe2b	D057	kubernetes-manifests/shippingservice.yaml	unknown	Upstream shippingservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-a0e4aadcfe2b"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/shippingservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/shippingservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-a0e4aadcfe2b"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""8fe006d33b6232ff34fc4db4390054b06c41647b86c26d26576665ce885c94b8"",""document_text_sha256"":""567359463eb8af70470c92fc80699924cb7136da7f94a4e57fe3f5ee2c477275""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/shippingservice.yaml	567359463eb8af70470c92fc80699924cb7136da7f94a4e57fe3f5ee2c477275	567359463eb8af70470c92fc80699924cb7136da7f94a4e57fe3f5ee2c477275	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:03.271486Z			[]	False
KBH-D057-a23e26c1b47c	D057	src/productcatalogservice/README.md	unknown	Optional dynamic catalog reloading and an artificial delay described by the upstream service; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed feature/environment configuration and observed behavior; do not infer this optional delay is active or caused an incident.	application_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-a23e26c1b47c"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/productcatalogservice/README.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/productcatalogservice/README.md.receipt.json""]"	"{""document_id"":""KBH-D057-a23e26c1b47c"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""e11bfefc59ef117757b8973fc0d9de7e28c423ff205ad96d89875575658d44e4"",""document_text_sha256"":""40c67975726aedce74e39bd07743377c3fddc41db4c15e91c13a08c8a1f2351c""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/productcatalogservice/README.md	40c67975726aedce74e39bd07743377c3fddc41db4c15e91c13a08c8a1f2351c	40c67975726aedce74e39bd07743377c3fddc41db4c15e91c13a08c8a1f2351c	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:00.500757Z			[]	False
KBH-D057-b33563055168	D057	README.md	unknown	Upstream application overview, service table and deployment instructions; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Verify the deployed application revision, service names and enabled optional components; upstream architecture is a reference hypothesis.	application_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-b33563055168"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/README.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/README.md.receipt.json""]"	"{""document_id"":""KBH-D057-b33563055168"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""7fb4f9d16db6dbab2c9a67732cf0bc53cabfa2fe9aebd4e89da443a1c42fb3c6"",""document_text_sha256"":""9f27bf2276415b49184aefeab6a977ce8b60810cb68f47fe09284061477ce375""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/README.md	9f27bf2276415b49184aefeab6a977ce8b60810cb68f47fe09284061477ce375	9f27bf2276415b49184aefeab6a977ce8b60810cb68f47fe09284061477ce375	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:57:59.338209Z			[]	False
KBH-D057-c118fc413f7c	D057	kustomize/components/network-policies/README.md	unknown	Optional NetworkPolicy component and network enforcement setup; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require the applied NetworkPolicy objects and an enforcing CNI; policy support or denial cannot be inferred from the upstream component.	application_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-c118fc413f7c"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kustomize/components/network-policies/README.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kustomize/components/network-policies/README.md.receipt.json""]"	"{""document_id"":""KBH-D057-c118fc413f7c"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""1f8f62f3e43416f6a02f192f7cd7d6eeed54811e92d810e844d2f1b1ddb9b968"",""document_text_sha256"":""d9af7d6ed0d63c7dc357171fff2e2509a3dddcd0db91df302c70d4fcfbedd9d7""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kustomize/components/network-policies/README.md	d9af7d6ed0d63c7dc357171fff2e2509a3dddcd0db91df302c70d4fcfbedd9d7	d9af7d6ed0d63c7dc357171fff2e2509a3dddcd0db91df302c70d4fcfbedd9d7	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:00.553760Z			[]	False
KBH-D057-c14488b4640d	D057	src/checkoutservice/README.md	excluded	Only a local dependency vendoring command; no service behavior or diagnostic content.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	excluded	unknown	unknown	unknown	Retain in source registry; excluded from candidate retrieval pending A/B review.	non_operational_or_incomplete_source	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-c14488b4640d"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/checkoutservice/README.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/src/checkoutservice/README.md.receipt.json""]"	"{""document_id"":""KBH-D057-c14488b4640d"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":123,""text_sha256"":""6c5e1bebc29e5aba859054e8d698f766a33d6a76aa507989be49682233044a51"",""document_text_sha256"":""6c5e1bebc29e5aba859054e8d698f766a33d6a76aa507989be49682233044a51""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/checkoutservice/README.md	6c5e1bebc29e5aba859054e8d698f766a33d6a76aa507989be49682233044a51	6c5e1bebc29e5aba859054e8d698f766a33d6a76aa507989be49682233044a51	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:57:59.909026Z			[]	False
KBH-D057-cb3046b350d8	D057	docs/product-requirements.md	excluded	Requirements for demo simplicity and contributor changes; not incident troubleshooting evidence.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	excluded	unknown	unknown	unknown	Retain in source registry; excluded from candidate retrieval pending A/B review.	non_operational_or_incomplete_source	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-cb3046b350d8"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/product-requirements.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/product-requirements.md.receipt.json""]"	"{""document_id"":""KBH-D057-cb3046b350d8"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""2dd65ddc7578a46c7a77be483ae5067318b5800f444bcece4608b870e8fd1484"",""document_text_sha256"":""2876a577a78d4b93f8ef4cc85c90fac103f8d4e9f3c10aab0d225fabce06181d""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/product-requirements.md	2876a577a78d4b93f8ef4cc85c90fac103f8d4e9f3c10aab0d225fabce06181d	2876a577a78d4b93f8ef4cc85c90fac103f8d4e9f3c10aab0d225fabce06181d	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:57:59.274696Z			[]	False
KBH-D057-ccf307e9aff7	D057	docs/purpose.md	excluded	Project purpose and contributor prioritization; no operational diagnosis or configuration reference.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	excluded	unknown	unknown	unknown	Retain in source registry; excluded from candidate retrieval pending A/B review.	non_operational_or_incomplete_source	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-ccf307e9aff7"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/purpose.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/purpose.md.receipt.json""]"	"{""document_id"":""KBH-D057-ccf307e9aff7"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""23c834ebf9a368d4ae8f4443359a6280690e8a58b126bc6e9c795094bcf597ab"",""document_text_sha256"":""9def55b9b50685b06c1b8d094058f5b967a22c14a65dad9d23299c612581149e""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/purpose.md	9def55b9b50685b06c1b8d094058f5b967a22c14a65dad9d23299c612581149e	9def55b9b50685b06c1b8d094058f5b967a22c14a65dad9d23299c612581149e	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:57:59.334208Z			[]	False
KBH-D057-da18896de895	D057	docs/development-guide.md	unknown	Local Skaffold build and development deployment workflow; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Verify a source-built deployment and compatible Skaffold/Docker/kubectl versions before using development steps.	application_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-da18896de895"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/development-guide.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/docs/development-guide.md.receipt.json""]"	"{""document_id"":""KBH-D057-da18896de895"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":0,""end_offset"":600,""text_sha256"":""a1bc89165e7a640b5a082efb062d737ac8c8c4db4d9672f977e5f3061d1b488a"",""document_text_sha256"":""a511f8ec92ef5b747fe1621d64ec0798c94fe2cbeef6a2c7fcca1c38ad4367e4""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/development-guide.md	a511f8ec92ef5b747fe1621d64ec0798c94fe2cbeef6a2c7fcca1c38ad4367e4	a511f8ec92ef5b747fe1621d64ec0798c94fe2cbeef6a2c7fcca1c38ad4367e4	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:57:59.336207Z			[]	False
KBH-D057-da53c9e679f7	D057	kubernetes-manifests/checkoutservice.yaml	unknown	Upstream checkoutservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-da53c9e679f7"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/checkoutservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/checkoutservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-da53c9e679f7"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""f71aa55851683c99e177579f31be7d6406ee968cf43ec88e13e26813ec9995f8"",""document_text_sha256"":""0986f2ab93612ff5e5ae7a3a8a1454c9c1796acb094d9ab6ac70937af501cd3f""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/checkoutservice.yaml	0986f2ab93612ff5e5ae7a3a8a1454c9c1796acb094d9ab6ac70937af501cd3f	0986f2ab93612ff5e5ae7a3a8a1454c9c1796acb094d9ab6ac70937af501cd3f	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:01.076683Z			[]	False
KBH-D057-e84a682ff5d9	D057	kubernetes-manifests/paymentservice.yaml	unknown	Upstream paymentservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-e84a682ff5d9"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/paymentservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/paymentservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-e84a682ff5d9"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""01edf00dbc86be2e12a5111fe4dd780e07eaa3f31f6fe7e12556e03393b17425"",""document_text_sha256"":""63822c66bed8974fccc7c5f26cf1a2ead8c8664597d9b85458d437824a5159c6""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/paymentservice.yaml	63822c66bed8974fccc7c5f26cf1a2ead8c8664597d9b85458d437824a5159c6	63822c66bed8974fccc7c5f26cf1a2ead8c8664597d9b85458d437824a5159c6	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:02.091301Z			[]	False
KBH-D057-f4bcce2e6d7e	D057	protos/demo.proto	unknown	Upstream protobuf service/RPC and message definitions; deployed implementation/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require matching deployed proto/application revision before asserting an RPC edge or message contract.	upstream_interface_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-f4bcce2e6d7e"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/protos/demo.proto"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/protos/demo.proto.receipt.json""]"	"{""document_id"":""KBH-D057-f4bcce2e6d7e"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":589,""end_offset"":1189,""text_sha256"":""ba084500672462d2c77525b100b1d82d2cf5d9f5b7c528a4866518e8802dd64a"",""document_text_sha256"":""850feb8b21f5e40adc72d86f85f0c978f460e7d6e0735994ea3dff08228ea57a""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/protos/demo.proto	850feb8b21f5e40adc72d86f85f0c978f460e7d6e0735994ea3dff08228ea57a	850feb8b21f5e40adc72d86f85f0c978f460e7d6e0735994ea3dff08228ea57a	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:01.075675Z			[]	False
KBH-D057-fda19af7a97a	D057	kubernetes-manifests/currencyservice.yaml	unknown	Upstream currencyservice configuration defines Deployment/Service objects; deployed release/configuration match is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Require deployed workload/configuration evidence before using ports, dependencies, image names or resource values as facts; source manifests require Skaffold image substitution.	upstream_configuration_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D057-fda19af7a97a"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/currencyservice.yaml"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D057/files/kubernetes-manifests/currencyservice.yaml.receipt.json""]"	"{""document_id"":""KBH-D057-fda19af7a97a"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":576,""end_offset"":1176,""text_sha256"":""0b4f027d403e2d0b529561918260b3c15239d03ea5fa0b003634e7d71da13594"",""document_text_sha256"":""4c68212acc1d22b6c67f14570b07e2e669ee4a4eaaef72eb7ca1ca7a540ca4fe""}"	80bea9bfd97bec107361d4663e207aa8d3f312c6	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/currencyservice.yaml	4c68212acc1d22b6c67f14570b07e2e669ee4a4eaaef72eb7ca1ca7a540ca4fe	4c68212acc1d22b6c67f14570b07e2e669ee4a4eaaef72eb7ca1ca7a540ca4fe	2023-12-28T18:03:44Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:01.584164Z			[]	False
KBH-D058-1288140b93d4	D058	content/en/docs/tasks/debug/debug-cluster/resource-usage-monitoring.md	unknown	Monitoring approaches and full metrics pipeline overview; cluster/version compatibility is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Verify the selected monitoring backend, exporters and retention; a list of tools does not prove their deployment.	conditional_platform_diagnostic_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D058-1288140b93d4"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D058/files/content/en/docs/tasks/debug/debug-cluster/resource-usage-monitoring.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D058/files/content/en/docs/tasks/debug/debug-cluster/resource-usage-monitoring.md.receipt.json""]"	"{""document_id"":""KBH-D058-1288140b93d4"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":104,""end_offset"":704,""text_sha256"":""a834d233aa06e6d637d842a4f49312f486f1bd3fc3ce153150d7c286a8594317"",""document_text_sha256"":""53f37535cbca7096765db7f4f2dc6f362dc17b9b2272b1d627abc36778a203b6""}"	7e631d0318dc279cb2d31231d8823360e61e9304	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/resource-usage-monitoring.md	53f37535cbca7096765db7f4f2dc6f362dc17b9b2272b1d627abc36778a203b6	53f37535cbca7096765db7f4f2dc6f362dc17b9b2272b1d627abc36778a203b6	2023-12-31T15:40:05Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:04.366403Z			[]	False
KBH-D058-14d8b6f74be5	D058	content/en/docs/tasks/debug/debug-cluster/resource-metrics-pipeline.md	unknown	Kubelet, Metrics Server and the resource metrics API pipeline; cluster/version compatibility is unverified.	pending			A	B			applicability-proposal-v1	codex_proposal_not_human_review	candidate_conditional	unknown	unknown	unknown	Verify Metrics Server/API availability, kubelet configuration and versions before interpreting resource metrics.	conditional_platform_diagnostic_reference	No use until required review/release gates. For a locally authorized candidate, use only as a conditional diagnostic/reference hypothesis; never claim compatibility, causal relevance or an observed incident fact.	"[""KBH-D058-14d8b6f74be5"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D058/files/content/en/docs/tasks/debug/debug-cluster/resource-metrics-pipeline.md"",""03_collection_plan/knowledge-corpus-historical/raw/source-snapshots/D058/files/content/en/docs/tasks/debug/debug-cluster/resource-metrics-pipeline.md.receipt.json""]"	"{""document_id"":""KBH-D058-14d8b6f74be5"",""offset_unit"":""unicode_codepoint_in_source_document_text"",""start_offset"":109,""end_offset"":709,""text_sha256"":""c1b1b922d5f432e9cfbce28968725b78c86622bfe636313e7c4ffad9d8be5457"",""document_text_sha256"":""57c6c88335ea4dcfcd126c248471fc353033fcdf9eed08dea1bf0b0fd8e73fba""}"	7e631d0318dc279cb2d31231d8823360e61e9304	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/resource-metrics-pipeline.md	57c6c88335ea4dcfcd126c248471fc353033fcdf9eed08dea1bf0b0fd8e73fba	57c6c88335ea4dcfcd126c248471fc353033fcdf9eed08dea1bf0b0fd8e73fba	2023-12-31T15:40:05Z	conservative_repository_snapshot_commit_time_not_document_publication	2026-09-12T16:58:03.988360Z			[]	False
