incident_id	chunk_id	document_id	relevance_grade	evidence_role	applicability	adjudication_note
inc_0f782051d78bc07a	KBC-D057-878a460540274ab64e37e0c2	KBH-D057-10119f6772e5	0	context_only	compatible	consensus
inc_0f782051d78bc07a	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	service_dependency	compatible	adjudicated: A=0, B=1 -> 0
inc_0f782051d78bc07a	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_0f782051d78bc07a	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_0f782051d78bc07a	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	0	context_only	compatible	consensus
inc_0f782051d78bc07a	KBC-D058-5388925824db7450fe28f4fd	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_0f782051d78bc07a	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_0f782051d78bc07a	KBC-D058-9c00a77232e7edf2e0aa73a7	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_0f782051d78bc07a	KBC-D059-548a3bb384e53f43764daa60	KBH-D059-545ab1351883	0	context_only	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_15361b2d5df6a488	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_15361b2d5df6a488	KBC-D058-65a7de2b1cd13f2d6190e03c	KBH-D058-aaa3e891815f	2	symptom_interpretation	compatible	adjudicated: A=1, B=2 -> 2
inc_15361b2d5df6a488	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_15361b2d5df6a488	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	0	context_only	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_1bd0f85d1967890c	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	adjudicated: A=1, B=2 -> 2
inc_1bd0f85d1967890c	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_1bd0f85d1967890c	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_1bd0f85d1967890c	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_1c35829e1a5668b7	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_1c35829e1a5668b7	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_1c35829e1a5668b7	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D058-70d23bde47d3316dd574e62b	KBH-D058-aaa3e891815f	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	0	context_only	compatible	consensus
inc_1c35829e1a5668b7	KBC-D059-57a63cfd29ea8f8856acd93d	KBH-D059-c5fd7b512fcf	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_1fa5a9117fca9344	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_1fa5a9117fca9344	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	2	root_cause_support	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	2	root_cause_support	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0	context_only	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	1	symptom_interpretation	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_1fa5a9117fca9344	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	2	service_dependency	compatible	adjudicated: A=1, B=2 -> 2
inc_1fa5a9117fca9344	KBC-D059-02fe0f70f9054ea8fda61e45	KBH-D059-40feb3b71482	0	context_only	compatible	consensus
inc_1fa5a9117fca9344	KBC-D058-514d90b5cddd66fc4cd2057a	KBH-D058-94f18a70ecb0	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_25067c4b053b5763	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_25067c4b053b5763	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_25067c4b053b5763	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	0	context_only	compatible	consensus
inc_25067c4b053b5763	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_28c54291b6ec0364	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_28c54291b6ec0364	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_28c54291b6ec0364	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	0	context_only	compatible	consensus
inc_28de536b28e1a888	KBC-D058-fe3ddeec3705e776748f2b37	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_28de536b28e1a888	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	0	symptom_interpretation	compatible	adjudicated: A=0, B=1 -> 0
inc_28de536b28e1a888	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	2	root_cause_support	compatible	consensus
inc_28de536b28e1a888	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	2	root_cause_support	compatible	consensus
inc_28de536b28e1a888	KBC-D057-6d507cb66b72d0a39ed73739	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_28de536b28e1a888	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0	context_only	compatible	consensus
inc_28de536b28e1a888	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	1	symptom_interpretation	compatible	consensus
inc_28de536b28e1a888	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_28de536b28e1a888	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_28de536b28e1a888	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_2adbb3fd7fbcb7b3	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_2adbb3fd7fbcb7b3	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_41b29f4527655ffa	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	0	service_dependency	compatible	adjudicated: A=0, B=1 -> 0
inc_41b29f4527655ffa	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_41b29f4527655ffa	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_41b29f4527655ffa	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_42d05a5a96453d5d	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_42d05a5a96453d5d	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_42d05a5a96453d5d	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_42d05a5a96453d5d	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	2	service_dependency	compatible	adjudicated: A=1, B=2 -> 2
inc_42d05a5a96453d5d	KBC-D058-47c79baf332b61ba8c888fca	KBH-D058-14d8b6f74be5	1	symptom_interpretation	compatible	consensus
inc_42d05a5a96453d5d	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_42d05a5a96453d5d	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_42d05a5a96453d5d	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_42d05a5a96453d5d	KBC-D058-65a7de2b1cd13f2d6190e03c	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_42d05a5a96453d5d	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_440b5aa2334e385c	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_440b5aa2334e385c	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_440b5aa2334e385c	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_440b5aa2334e385c	KBC-D057-6d507cb66b72d0a39ed73739	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_440b5aa2334e385c	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	2	service_dependency	compatible	adjudicated: A=1, B=2 -> 2
inc_440b5aa2334e385c	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_440b5aa2334e385c	KBC-D058-60bac8f23d1c5f9ab5809f5c	KBH-D058-94f18a70ecb0	1	symptom_interpretation	compatible	consensus
inc_440b5aa2334e385c	KBC-D059-aab6f70d0cfb018c37641a2e	KBH-D059-40feb3b71482	0	context_only	compatible	consensus
inc_440b5aa2334e385c	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_440b5aa2334e385c	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	0	context_only	compatible	consensus
inc_447fc19738a290b6	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_447fc19738a290b6	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_447fc19738a290b6	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_447fc19738a290b6	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	1	symptom_interpretation	compatible	consensus
inc_447fc19738a290b6	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_447fc19738a290b6	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_447fc19738a290b6	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_447fc19738a290b6	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_447fc19738a290b6	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_447fc19738a290b6	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0	context_only	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_57f6ede7e94d009b	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	0	context_only	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_57f6ede7e94d009b	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	0	context_only	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	1	symptom_interpretation	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_5aec36653e1ae8e1	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D058-47c79baf332b61ba8c888fca	KBH-D058-14d8b6f74be5	1	symptom_interpretation	compatible	consensus
inc_5aec36653e1ae8e1	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	0	context_only	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	1	service_dependency	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	1	service_dependency	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	1	symptom_interpretation	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	0	context_only	compatible	consensus
inc_a5147fba2d0d1f50	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	2	root_cause_support	compatible	adjudicated: A=1, B=2 -> 2
inc_a5147fba2d0d1f50	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	1	symptom_interpretation	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	0	context_only	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	0	service_dependency	compatible	adjudicated: A=0, B=1 -> 0
inc_a9c5f4078ddde5fb	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	2	root_cause_support	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	adjudicated: A=0, B=1 -> 0
inc_a9c5f4078ddde5fb	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	0	service_dependency	compatible	adjudicated: A=0, B=1 -> 0
inc_a9c5f4078ddde5fb	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	0	context_only	compatible	consensus
inc_a9c5f4078ddde5fb	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	2	service_dependency	compatible	adjudicated: A=1, B=2 -> 2
inc_a9c5f4078ddde5fb	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	1	service_dependency	compatible	consensus
inc_ddb222a8702276b2	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	2	service_dependency	compatible	adjudicated: A=1, B=2 -> 2
inc_ddb222a8702276b2	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	0	context_only	compatible	consensus
inc_ddb222a8702276b2	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	1	service_dependency	compatible	consensus
